YEARS,SEAP,EEWA,AJNZ,AFRC,MDEA,LAMC,NAMC,EAAS,SOAS,EURO,WORLD,TAS
2047,299.8885238596786,274.521922086943,295.6225120817302,299.4550819634593,297.6658254910094,297.3362703098754,276.4590705019139,281.1758077091393,297.29049741785275,283.5086222844571,288.8387308375416,288.8957168234358
2048,299.77399924675996,275.17601138780054,295.8389200463084,299.2917520081558,297.5420864029309,296.4654816741321,275.76885835741285,282.1150178052136,296.9477360925118,283.92554953237317,288.7547281098882,288.8734885066304
2049,299.9797194464261,274.4311422894755,295.592642422247,299.3378859834131,297.5252147852483,296.66177147938754,276.17856756228343,281.2594540085855,296.978628693994,284.37945056002974,288.67978476664075,288.84538059181216
2050,299.92581073696954,274.8882813397137,295.6603343598829,299.38425016505954,297.64473546668415,296.7548994198338,276.3544964364213,281.3681362992053,296.66805519468596,283.72569781901973,288.7823171780761,288.87628858546765
2051,300.05995583924346,274.58107742934783,295.74984800386744,299.75095152027177,297.55359066447227,296.9444974741713,276.1095481911572,281.6826130456074,297.21186478546133,283.2411462314175,288.8370422108289,288.92803605897706
2052,300.0453812481433,274.7533074433921,296.06091005464486,299.6412926328563,297.91528860817056,296.89789813082854,275.8785450817544,281.72418874309847,297.0483356463853,283.9950210262001,288.8599150643298,288.95508363984845
2053,300.1180265052265,274.30258228366046,296.30680550078927,299.8858716193601,297.83899235975076,296.9448555415225,276.87273872707937,281.44368716570733,297.1206507902605,284.6286339481159,289.0276752350777,288.9970168381402
2054,300.3186190978435,274.839428682915,296.294070357887,300.17740436425987,297.8304202120412,297.3178774930924,276.19878520365256,281.45324050876127,297.1700632047997,284.5256545148132,289.13515868627474,289.1662410627855
2055,300.16414902910714,275.15912280182243,296.3292104209355,299.9845016050004,297.94733944495835,297.0901118696886,276.8538282295054,281.699799408152,297.7890042996208,284.53787484173984,289.2582190324683,289.15373136999665
2056,299.8497102425369,275.44600211674606,296.34630709208807,299.4022185949698,297.4850604906146,296.7043482539675,276.57761474057713,281.6929529670424,297.16396996733226,284.42208543464517,289.01458096745364,289.0536677419072
2057,299.98034571618786,274.6385463987382,295.9414762119189,299.1986806791836,297.45770103791165,296.89308584673756,276.0964585553925,281.9319620174762,297.29712613111576,284.1084594422793,288.7801367385862,288.95971666945667
2058,300.10587997660343,275.07850070963264,296.39838571542526,299.7471451776497,297.8305482601668,297.13279351990104,275.9520909492495,282.2757746278524,297.13567928498117,284.437065446585,289.07265165410064,289.1239168361159
2059,300.2126229436528,274.9700091910743,296.1439347729098,299.442947624021,297.1889841921251,297.0030967670704,276.15018764526377,281.76851600934606,296.954835700503,284.6065876080062,288.92018943013267,289.082871854166
2060,300.02424663969936,275.2868279685137,296.232895108569,299.50621792896743,297.7029114167191,297.04832745373983,277.21065608360027,281.91243886044464,296.7858561012889,285.5441900090982,289.2255373026791,289.19978095901774
